# alpha                     Rey                       CL                        CD                        Cm                       
         1.9198621772E-01          3.9000000000E+06          1.2113000000E+00          1.2660000000E-02          3.9000000000E-03
         1.9198621772E-01          4.4500000000E+06          1.2146000000E+00          1.2370000000E-02          3.3000000000E-03
         1.9198621772E-01          5.0000000000E+06          1.2174000000E+00          1.2140000000E-02          2.9000000000E-03
         2.0943951024E-01          6.0000000000E+05          1.1866000000E+00          2.1990000000E-02          2.3700000000E-02
         2.0943951024E-01          1.1500000000E+06          1.2492000000E+00          1.8060000000E-02          1.4800000000E-02
         2.0943951024E-01          1.7000000000E+06          1.2725000000E+00          1.6390000000E-02          1.1400000000E-02
         2.0943951024E-01          2.2500000000E+06          1.2865000000E+00          1.5360000000E-02          9.3000000000E-03
         2.0943951024E-01          2.8000000000E+06          1.2948000000E+00          1.4730000000E-02          8.0000000000E-03
         2.0943951024E-01          3.3500000000E+06          1.3026000000E+00          1.4150000000E-02          6.8000000000E-03
         2.0943951024E-01          3.9000000000E+06          1.3080000000E+00          1.3740000000E-02          6.0000000000E-03
         2.0943951024E-01          4.4500000000E+06          1.3119000000E+00          1.3440000000E-02          5.4000000000E-03
         2.0943951024E-01          5.0000000000E+06          1.3160000000E+00          1.3120000000E-02          4.7000000000E-03
         2.2689280276E-01          5.0000000000E+04          3.7140000000E-01          1.3904000000E-01          5.2000000000E-03
         2.2689280276E-01          6.0000000000E+05          1.2385000000E+00          2.5350000000E-02          2.9700000000E-02
         2.2689280276E-01          1.1500000000E+06          1.3131000000E+00          2.0080000000E-02          2.1500000000E-02
         2.2689280276E-01          1.7000000000E+06          1.3463000000E+00          1.7990000000E-02          1.7000000000E-02
         2.2689280276E-01          2.2500000000E+06          1.3705000000E+00          1.6820000000E-02          1.3200000000E-02
         2.2689280276E-01          2.8000000000E+06          1.3819000000E+00          1.6080000000E-02          1.1500000000E-02
         2.2689280276E-01          3.3500000000E+06          1.3920000000E+00          1.5420000000E-02          1.0000000000E-02
         2.2689280276E-01          3.9000000000E+06          1.3989000000E+00          1.4960000000E-02          8.9000000000E-03
         2.2689280276E-01          4.4500000000E+06          1.4039000000E+00          1.4630000000E-02          8.2000000000E-03
         2.2689280276E-01          5.0000000000E+06          1.4093000000E+00          1.4260000000E-02          7.3000000000E-03
         2.4434609528E-01          5.0000000000E+04          3.6760000000E-01          1.4488000000E-01          4.3000000000E-03
         2.4434609528E-01          6.0000000000E+05          1.2776000000E+00          3.0140000000E-02          3.4300000000E-02
         2.4434609528E-01          1.1500000000E+06          1.3717000000E+00          2.2810000000E-02          2.7200000000E-02
         2.4434609528E-01          1.7000000000E+06          1.4123000000E+00          2.0090000000E-02          2.2700000000E-02
         2.4434609528E-01          2.2500000000E+06          1.4365000000E+00          1.8570000000E-02          1.9700000000E-02
         2.4434609528E-01          2.8000000000E+06          1.4523000000E+00          1.7620000000E-02          1.7500000000E-02
         2.4434609528E-01          3.3500000000E+06          1.4657000000E+00          1.6870000000E-02          1.5600000000E-02
         2.4434609528E-01          3.9000000000E+06          1.4782000000E+00          1.6310000000E-02          1.3700000000E-02
         2.4434609528E-01          4.4500000000E+06          1.4881000000E+00          1.5940000000E-02          1.2000000000E-02
         2.4434609528E-01          5.0000000000E+06          1.4945000000E+00          1.5610000000E-02          1.1100000000E-02
         2.6179938780E-01          5.0000000000E+04          3.7090000000E-01          1.5204000000E-01          1.8000000000E-03
         2.6179938780E-01          6.0000000000E+05          1.2997000000E+00          3.7500000000E-02          3.6400000000E-02
         2.6179938780E-01          1.1500000000E+06          1.4174000000E+00          2.6750000000E-02          3.2200000000E-02
         2.6179938780E-01          1.7000000000E+06          1.4681000000E+00          2.2970000000E-02          2.8300000000E-02
         2.6179938780E-01          2.2500000000E+06          1.4957000000E+00          2.1100000000E-02          2.5600000000E-02
         2.6179938780E-01          2.8000000000E+06          1.5179000000E+00          1.9700000000E-02          2.3100000000E-02
         2.6179938780E-01          3.3500000000E+06          1.5307000000E+00          1.8910000000E-02          2.1600000000E-02
         2.6179938780E-01          3.9000000000E+06          1.5443000000E+00          1.8120000000E-02          1.9900000000E-02
         2.6179938780E-01          4.4500000000E+06          1.5548000000E+00          1.7530000000E-02          1.8500000000E-02
         2.6179938780E-01          5.0000000000E+06          1.5627000000E+00          1.7090000000E-02          1.7400000000E-02
