# alpha                     Rey                       CL                        CD                        Cm                       
         1.9198621772E-01          1.1118888889E+06          1.2959000000E+00          1.8530000000E-02         -2.6100000000E-02
         1.9198621772E-01          1.6673333333E+06          1.3179000000E+00          1.6590000000E-02         -2.9700000000E-02
         1.9198621772E-01          2.2227777778E+06          1.3313000000E+00          1.5390000000E-02         -3.1900000000E-02
         1.9198621772E-01          2.7782222222E+06          1.3392000000E+00          1.4710000000E-02         -3.3200000000E-02
         1.9198621772E-01          3.3336666667E+06          1.3461000000E+00          1.4090000000E-02         -3.4400000000E-02
         1.9198621772E-01          3.8891111111E+06          1.3512000000E+00          1.3650000000E-02         -3.5200000000E-02
         1.9198621772E-01          4.4445555556E+06          1.3549000000E+00          1.3330000000E-02         -3.5900000000E-02
         1.9198621772E-01          5.0000000000E+06          1.3581000000E+00          1.3060000000E-02         -3.6400000000E-02
         2.0943951024E-01          1.0000000000E+03          4.2710000000E-01          1.7456000000E-01         -1.4000000000E-03
         2.0943951024E-01          5.5644444444E+05          1.2858000000E+00          2.6920000000E-02         -8.6000000000E-03
         2.0943951024E-01          1.1118888889E+06          1.3712000000E+00          2.0780000000E-02         -2.0900000000E-02
         2.0943951024E-01          1.6673333333E+06          1.4019000000E+00          1.8420000000E-02         -2.5600000000E-02
         2.0943951024E-01          2.2227777778E+06          1.4204000000E+00          1.6930000000E-02         -2.8500000000E-02
         2.0943951024E-01          2.7782222222E+06          1.4305000000E+00          1.6110000000E-02         -3.0200000000E-02
         2.0943951024E-01          3.3336666667E+06          1.4385000000E+00          1.5470000000E-02         -3.1500000000E-02
         2.0943951024E-01          3.8891111111E+06          1.4452000000E+00          1.4920000000E-02         -3.2600000000E-02
         2.0943951024E-01          4.4445555556E+06          1.4502000000E+00          1.4510000000E-02         -3.3400000000E-02
         2.0943951024E-01          5.0000000000E+06          1.4542000000E+00          1.4200000000E-02         -3.4100000000E-02
         2.2689280276E-01          1.0000000000E+03          4.5350000000E-01          1.8654000000E-01         -5.7000000000E-03
         2.2689280276E-01          5.5644444444E+05          1.3283000000E+00          3.1080000000E-02         -1.4000000000E-03
         2.2689280276E-01          1.1118888889E+06          1.4315000000E+00          2.3110000000E-02         -1.3500000000E-02
         2.2689280276E-01          1.6673333333E+06          1.4775000000E+00          2.0250000000E-02         -2.0300000000E-02
         2.2689280276E-01          2.2227777778E+06          1.4996000000E+00          1.8840000000E-02         -2.3800000000E-02
         2.2689280276E-01          2.7782222222E+06          1.5155000000E+00          1.7680000000E-02         -2.6300000000E-02
         2.2689280276E-01          3.3336666667E+06          1.5254000000E+00          1.6960000000E-02         -2.7800000000E-02
         2.2689280276E-01          3.8891111111E+06          1.5323000000E+00          1.6460000000E-02         -2.8900000000E-02
         2.2689280276E-01          4.4445555556E+06          1.5395000000E+00          1.5930000000E-02         -3.0100000000E-02
         2.2689280276E-01          5.0000000000E+06          1.5451000000E+00          1.5510000000E-02         -3.1000000000E-02
         2.4434609528E-01          1.0000000000E+03          4.7790000000E-01          1.9904000000E-01         -1.0300000000E-02
         2.4434609528E-01          5.5644444444E+05          1.3484000000E+00          3.7720000000E-02          4.9000000000E-03
         2.4434609528E-01          1.1118888889E+06          1.4711000000E+00          2.7010000000E-02         -5.1000000000E-03
         2.4434609528E-01          1.6673333333E+06          1.5287000000E+00          2.3060000000E-02         -1.1900000000E-02
         2.4434609528E-01          2.2227777778E+06          1.5642000000E+00          2.0760000000E-02         -1.6800000000E-02
         2.4434609528E-01          2.7782222222E+06          1.5816000000E+00          1.9710000000E-02         -1.9400000000E-02
         2.4434609528E-01          3.3336666667E+06          1.6018000000E+00          1.8710000000E-02         -2.2700000000E-02
         2.4434609528E-01          3.8891111111E+06          1.6137000000E+00          1.8010000000E-02         -2.4600000000E-02
         2.4434609528E-01          4.4445555556E+06          1.6216000000E+00          1.7500000000E-02         -2.5800000000E-02
         2.4434609528E-01          5.0000000000E+06          1.6273000000E+00          1.7140000000E-02         -2.6700000000E-02
         2.6179938780E-01          1.0000000000E+03          4.9980000000E-01          2.1159000000E-01         -1.4900000000E-02
         2.6179938780E-01          5.5644444444E+05          1.3581000000E+00          4.6590000000E-02          7.4000000000E-03
         2.6179938780E-01          1.1118888889E+06          1.5054000000E+00          3.1760000000E-02          1.3000000000E-03
         2.6179938780E-01          1.6673333333E+06          1.5782000000E+00          2.6190000000E-02         -4.9000000000E-03
         2.6179938780E-01          2.2227777778E+06          1.6125000000E+00          2.3830000000E-02         -8.8000000000E-03
         2.6179938780E-01          2.7782222222E+06          1.6416000000E+00          2.1940000000E-02         -1.2400000000E-02
         2.6179938780E-01          3.3336666667E+06          1.6596000000E+00          2.0820000000E-02         -1.4900000000E-02
         2.6179938780E-01          3.8891111111E+06          1.6700000000E+00          2.0220000000E-02         -1.6300000000E-02
         2.6179938780E-01          4.4445555556E+06          1.6835000000E+00          1.9420000000E-02         -1.8300000000E-02
         2.6179938780E-01          5.0000000000E+06          1.6943000000E+00          1.8800000000E-02         -1.9900000000E-02
